algorithm,hit_rate,jfi,angle_degrees,traffic_type,num_servers,capacity,num_requests,run_id,skew_fraction,skew_mode,exclude_top_k,workload_mode
qlearning_balancer[qlearn],0.0349,0.9999919349838783,0.16271434267912813,irm,2,30,10000,16,0.0,index,30,uniform
qlearning_balancer[lru],0.029,0.9992786159599578,1.5390691272874832,irm,2,30,10000,16,0.0,index,30,uniform
qlearning_balancer[oracle],0.0289,0.9999919362003692,0.16270207063224232,irm,2,30,10000,16,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9997901367871914,0.8300533039777701,irm,2,30,10000,16,0.0,index,30,uniform
Optimal_QLRU,0.057,0.9998920104170143,0.5954172071622812,irm,2,30,10000,17,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0242,0.9946108813236272,4.20990559077846,irm,2,30,10000,17,0.0,index,30,uniform
qlearning_balancer[lru],0.0277,0.9932025326581666,4.729219212909312,irm,2,30,10000,17,0.0,index,30,uniform
qlearning_balancer[oracle],0.0288,0.9936259091981045,4.5792484759601715,irm,2,30,10000,17,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9946150547140088,4.208272238660335,irm,2,30,10000,17,0.0,index,30,uniform
Optimal_QLRU,0.0446,0.9990280593627596,1.7865405546230892,irm,2,30,10000,19,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0212,0.9963542438150625,3.4616303119563523,irm,2,30,10000,19,0.0,index,30,uniform
qlearning_balancer[lru],0.0276,0.9954932875130061,3.8492782498284024,irm,2,30,10000,19,0.0,index,30,uniform
qlearning_balancer[oracle],0.0244,0.996545669804771,3.3694181187014878,irm,2,30,10000,19,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9966515419422993,3.317322785276834,irm,2,30,10000,19,0.0,index,30,uniform
Optimal_QLRU,0.0375,0.9992652149560949,1.5533023032538624,irm,2,30,10000,18,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0226,0.9875347190017777,6.410325589633839,irm,2,30,10000,18,0.0,index,30,uniform
qlearning_balancer[lru],0.0285,0.9875388751143289,6.409252370365166,irm,2,30,10000,18,0.0,index,30,uniform
qlearning_balancer[oracle],0.0279,0.986591378739984,6.649516224115686,irm,2,30,10000,18,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9888702747654566,6.055831156913852,irm,2,30,10000,18,0.0,index,30,uniform
Optimal_QLRU,0.0515,0.9995946632389391,1.153612551089902,irm,2,30,10000,21,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0231,0.9994972575114622,1.2847890427694464,irm,2,30,10000,21,0.0,index,30,uniform
qlearning_balancer[lru],0.028,0.9988495495539357,1.9437477262730447,irm,2,30,10000,21,0.0,index,30,uniform
qlearning_balancer[oracle],0.0305,0.9985834796302089,2.156932870598517,irm,2,30,10000,21,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9967105823925532,3.2879145529316043,irm,2,30,10000,21,0.0,index,30,uniform
Optimal_QLRU,0.0266,0.999804831212554,0.8004642532461155,irm,2,30,10000,22,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0194,0.9910576711016503,5.426219430104093,irm,2,30,10000,22,0.0,index,30,uniform
qlearning_balancer[lru],0.0298,0.9902437769612202,5.668552997443129,irm,2,30,10000,22,0.0,index,30,uniform
qlearning_balancer[oracle],0.0277,0.9899680620519882,5.74835886267658,irm,2,30,10000,22,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9882784144764126,6.215383343893449,irm,2,30,10000,22,0.0,index,30,uniform
Optimal_QLRU,0.0524,0.9999625381161305,0.3506873906629915,irm,2,30,10000,20,0.0,index,30,uniform
qlearning_balancer[qlearn],0.032,0.9916873695488931,5.231128639218598,irm,2,30,10000,20,0.0,index,30,uniform
qlearning_balancer[lru],0.0265,0.9874275495778219,6.437938846029369,irm,2,30,10000,20,0.0,index,30,uniform
qlearning_balancer[oracle],0.0303,0.9874084706747323,6.442842512031463,irm,2,30,10000,20,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9847776026166586,7.087159320397612,irm,2,30,10000,20,0.0,index,30,uniform
Optimal_QLRU,0.0349,0.9999997315921206,0.029683853690097028,irm,2,30,10000,23,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0353,0.9948083146762338,4.13193344188621,irm,2,30,10000,23,0.0,index,30,uniform
qlearning_balancer[lru],0.0271,0.9943802726730243,4.299202132667326,irm,2,30,10000,23,0.0,index,30,uniform
qlearning_balancer[oracle],0.0269,0.9976137515095158,2.799969750701658,irm,2,30,10000,23,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9940856042136856,4.4106932394382055,irm,2,30,10000,23,0.0,index,30,uniform
Optimal_QLRU,0.0316,0.9977094988899002,2.74317691356147,irm,2,30,10000,25,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0388,0.9912206639069234,5.3763928530029395,irm,2,30,10000,25,0.0,index,30,uniform
qlearning_balancer[lru],0.0297,0.9923410654503991,5.020682372554677,irm,2,30,10000,25,0.0,index,30,uniform
qlearning_balancer[oracle],0.0296,0.9927952982550927,4.869154024882977,irm,2,30,10000,25,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9912217464991241,5.376060381221891,irm,2,30,10000,25,0.0,index,30,uniform
Optimal_QLRU,0.0451,0.9994352053539144,1.361785820120188,irm,2,30,10000,28,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0161,0.9827086776139559,7.556076319485816,irm,2,30,10000,28,0.0,index,30,uniform
qlearning_balancer[lru],0.0282,0.9838190288601528,7.308077652000163,irm,2,30,10000,28,0.0,index,30,uniform
qlearning_balancer[oracle],0.0314,0.983579683554199,7.362226207252672,irm,2,30,10000,28,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9816552994923387,7.784214630410201,irm,2,30,10000,28,0.0,index,30,uniform
Optimal_QLRU,0.0599,0.999946132517266,0.42052311436497797,irm,2,30,10000,24,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0217,0.9960405397621264,3.6076769171595906,irm,2,30,10000,24,0.0,index,30,uniform
qlearning_balancer[lru],0.0312,0.9965169518062024,3.3834114000567364,irm,2,30,10000,24,0.0,index,30,uniform
qlearning_balancer[oracle],0.0315,0.9968444467789815,3.2202460660623533,irm,2,30,10000,24,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.994790203632208,4.139146774423869,irm,2,30,10000,24,0.0,index,30,uniform
Optimal_QLRU,0.0338,0.9991245776255072,1.6954884636158158,irm,2,30,10000,29,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0334,0.9995874016446255,1.163901554044425,irm,2,30,10000,29,0.0,index,30,uniform
qlearning_balancer[lru],0.0312,0.9999693249886162,0.31733444791417537,irm,2,30,10000,29,0.0,index,30,uniform
qlearning_balancer[oracle],0.0308,0.9995779112966167,1.1772130110254302,irm,2,30,10000,29,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9995850110431951,1.167268981304414,irm,2,30,10000,29,0.0,index,30,uniform
Optimal_QLRU,0.0493,0.9999893675883599,0.1868268507304089,irm,2,100,10000,3,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0707,0.9984907017765666,2.2264834434763725,irm,2,100,10000,3,0.0,index,100,uniform
qlearning_balancer[lru],0.0705,0.9978036124763865,2.686186885525721,irm,2,100,10000,3,0.0,index,100,uniform
qlearning_balancer[oracle],0.0769,0.9942211483178666,4.359760003832485,irm,2,100,10000,3,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9975909429793045,2.813330145417003,irm,2,100,10000,3,0.0,index,100,uniform
Optimal_QLRU,0.066,0.9999152252863943,0.5275479435452703,irm,2,30,10000,27,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0229,0.9967903334424448,3.247769420175216,irm,2,30,10000,27,0.0,index,30,uniform
qlearning_balancer[lru],0.0285,0.9966033472589791,3.341137674497186,irm,2,30,10000,27,0.0,index,30,uniform
qlearning_balancer[oracle],0.0279,0.9976536309754973,2.776455856466836,irm,2,30,10000,27,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9967714192672158,3.2573350117739523,irm,2,30,10000,27,0.0,index,30,uniform
Optimal_QLRU,0.0114,0.9997759293907518,0.8576918829676339,irm,2,30,10000,26,0.0,index,30,uniform
qlearning_balancer[qlearn],0.0269,0.9995509551288064,1.2142273498934752,irm,2,30,10000,26,0.0,index,30,uniform
qlearning_balancer[lru],0.0281,0.9983115186476147,2.3550116442619853,irm,2,30,10000,26,0.0,index,30,uniform
qlearning_balancer[oracle],0.0294,0.9994251684098555,1.3738349558538312,irm,2,30,10000,26,0.0,index,30,uniform
qlearning_balancer[nocache],0.0,0.9998296934320544,0.7477400779104524,irm,2,30,10000,26,0.0,index,30,uniform
Optimal_QLRU,0.0623,0.9999990787939388,0.05499219977137065,irm,2,100,10000,0,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0394,0.9999843365588447,0.22676047398475824,irm,2,100,10000,0,0.0,index,100,uniform
qlearning_balancer[lru],0.0694,0.9999560616394573,0.37979368296682836,irm,2,100,10000,0,0.0,index,100,uniform
qlearning_balancer[oracle],0.0782,0.999449229045492,1.3447700284263744,irm,2,100,10000,0,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9987845606507879,1.9979163190137657,irm,2,100,10000,0,0.0,index,100,uniform
Optimal_QLRU,0.0656,0.9999934028864571,0.14716349362261652,irm,2,100,10000,1,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0581,0.9918170599087894,5.190048358070433,irm,2,100,10000,1,0.0,index,100,uniform
qlearning_balancer[lru],0.0696,0.9965229803588997,3.380478677373197,irm,2,100,10000,1,0.0,index,100,uniform
qlearning_balancer[oracle],0.0727,0.9975492106701846,2.837613074457482,irm,2,100,10000,1,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9976272973352907,2.792004943863869,irm,2,100,10000,1,0.0,index,100,uniform
Optimal_QLRU,0.0622,0.999999954518004,0.012219189299234627,irm,2,100,10000,2,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0708,0.9965916599267802,3.346887430958181,irm,2,100,10000,2,0.0,index,100,uniform
qlearning_balancer[lru],0.0675,0.9967690920819329,3.258510022953486,irm,2,100,10000,2,0.0,index,100,uniform
qlearning_balancer[oracle],0.0729,0.9976249890298741,2.7933638039721376,irm,2,100,10000,2,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9980814770632824,2.5104125385703817,irm,2,100,10000,2,0.0,index,100,uniform
Optimal_QLRU,0.0595,0.999936411686006,0.4568944580132404,irm,2,100,10000,6,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0486,0.9994480220865499,1.3462429568684318,irm,2,100,10000,6,0.0,index,100,uniform
qlearning_balancer[lru],0.0688,0.9993730107815714,1.4348221163441843,irm,2,100,10000,6,0.0,index,100,uniform
qlearning_balancer[oracle],0.0732,0.9993150408758353,1.4997005524207794,irm,2,100,10000,6,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9999412726383657,0.43908351123381445,irm,2,100,10000,6,0.0,index,100,uniform
Optimal_QLRU,0.0367,0.9994052229278317,1.3974709944993426,irm,2,100,10000,4,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0469,0.991771782107143,5.204426836641044,irm,2,100,10000,4,0.0,index,100,uniform
qlearning_balancer[lru],0.0661,0.9883817561553304,6.18781667072005,irm,2,100,10000,4,0.0,index,100,uniform
qlearning_balancer[oracle],0.0732,0.9923439896171207,5.019721377295442,irm,2,100,10000,4,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9877329313120696,6.35894358434277,irm,2,100,10000,4,0.0,index,100,uniform
Optimal_QLRU,0.0365,0.9990886471333092,1.7299434326586411,irm,2,100,10000,5,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0575,0.9938793448779883,4.4870985953063105,irm,2,100,10000,5,0.0,index,100,uniform
qlearning_balancer[lru],0.0737,0.9867577959789776,6.607938018494695,irm,2,100,10000,5,0.0,index,100,uniform
qlearning_balancer[oracle],0.0765,0.988949973616243,6.034028790268504,irm,2,100,10000,5,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9935147552390315,4.619089274746978,irm,2,100,10000,5,0.0,index,100,uniform
Optimal_QLRU,0.0581,0.9998757446670006,0.6386885721170196,irm,2,100,10000,7,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0447,0.9997450384570056,0.914910113285692,irm,2,100,10000,7,0.0,index,100,uniform
qlearning_balancer[lru],0.0648,0.9995915195797229,1.158078038354488,irm,2,100,10000,7,0.0,index,100,uniform
qlearning_balancer[oracle],0.0677,0.999572324427664,1.1849794424519107,irm,2,100,10000,7,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9991061824532974,1.7132146850623262,irm,2,100,10000,7,0.0,index,100,uniform
Optimal_QLRU,0.0185,0.9996293346475467,1.103164968238151,irm,2,100,10000,9,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0393,0.9941275823298951,4.394981778004265,irm,2,100,10000,9,0.0,index,100,uniform
qlearning_balancer[lru],0.0623,0.9906508725898565,5.548648527521665,irm,2,100,10000,9,0.0,index,100,uniform
qlearning_balancer[oracle],0.0673,0.9923153598285972,5.02912242128383,irm,2,100,10000,9,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9959149456183684,3.6645249554677877,irm,2,100,10000,9,0.0,index,100,uniform
Optimal_QLRU,0.0474,0.9998761953931993,0.6375290761732969,irm,2,100,10000,10,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0462,0.999333964085564,1.478834853384562,irm,2,100,10000,10,0.0,index,100,uniform
qlearning_balancer[lru],0.0624,0.9998514490302474,0.6983467737265447,irm,2,100,10000,10,0.0,index,100,uniform
qlearning_balancer[oracle],0.069,0.9988679844731211,1.9281055126517883,irm,2,100,10000,10,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9977244563080204,2.7341986761577064,irm,2,100,10000,10,0.0,index,100,uniform
Optimal_QLRU,0.0355,0.9999294763234895,0.48116630775904984,irm,2,100,10000,8,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0175,0.9943684592174947,4.303727032274687,irm,2,100,10000,8,0.0,index,100,uniform
qlearning_balancer[lru],0.0611,0.9961840196721583,3.5416227045312345,irm,2,100,10000,8,0.0,index,100,uniform
qlearning_balancer[oracle],0.0654,0.9961640626845525,3.550883541455897,irm,2,100,10000,8,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9943742111087834,4.301524479478743,irm,2,100,10000,8,0.0,index,100,uniform
Optimal_QLRU,0.0392,0.9988500749946386,1.9433036251299,irm,2,100,10000,11,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0804,0.9984364311463344,2.2661798705188416,irm,2,100,10000,11,0.0,index,100,uniform
qlearning_balancer[lru],0.0652,0.9988320475972057,1.9584828824864147,irm,2,100,10000,11,0.0,index,100,uniform
qlearning_balancer[oracle],0.0718,0.9973634360211413,2.94328837574097,irm,2,100,10000,11,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9996464825690872,1.0773421223573725,irm,2,100,10000,11,0.0,index,100,uniform
Optimal_QLRU,0.0732,0.9992612320096314,1.5575075323664869,irm,2,100,10000,12,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0477,0.998398592309558,2.2934515460109206,irm,2,100,10000,12,0.0,index,100,uniform
qlearning_balancer[lru],0.0703,0.9983919973764408,2.2981716805135277,irm,2,100,10000,12,0.0,index,100,uniform
qlearning_balancer[oracle],0.0766,0.9985547522953554,2.178705062543104,irm,2,100,10000,12,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9979276203352802,2.609200249748632,irm,2,100,10000,12,0.0,index,100,uniform
Optimal_QLRU,0.0345,0.9975447323019727,2.8402066237402885,irm,2,100,10000,19,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0516,0.9919327823569463,5.153119086577706,irm,2,100,10000,19,0.0,index,100,uniform
qlearning_balancer[lru],0.0641,0.9942218095865947,4.359510072501772,irm,2,100,10000,19,0.0,index,100,uniform
qlearning_balancer[oracle],0.071,0.9956260098101323,3.792090065717201,irm,2,100,10000,19,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9966515419422993,3.317322785276834,irm,2,100,10000,19,0.0,index,100,uniform
Optimal_QLRU,0.0568,0.999993525412755,0.14579047291813174,irm,2,100,10000,20,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0737,0.9947484213362092,4.155740550436638,irm,2,100,10000,20,0.0,index,100,uniform
qlearning_balancer[lru],0.0687,0.9982634987884411,2.388283894655437,irm,2,100,10000,20,0.0,index,100,uniform
qlearning_balancer[oracle],0.0707,0.9874206766225369,6.439705758286418,irm,2,100,10000,20,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9847776026166586,7.087159320397612,irm,2,100,10000,20,0.0,index,100,uniform
Optimal_QLRU,0.042,0.9989940438548811,1.8175442658611736,irm,2,100,10000,13,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0397,0.9998375751382773,0.730231633650193,irm,2,100,10000,13,0.0,index,100,uniform
qlearning_balancer[lru],0.0649,0.9994902842711719,1.2936701321118327,irm,2,100,10000,13,0.0,index,100,uniform
qlearning_balancer[oracle],0.0744,0.9996709777792582,1.0393434067165088,irm,2,100,10000,13,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9983531729428483,2.3257653858272116,irm,2,100,10000,13,0.0,index,100,uniform
Optimal_QLRU,0.0462,0.9989035644914591,1.897551505920726,irm,2,100,10000,14,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0468,0.9850060616204607,7.033505108643957,irm,2,100,10000,14,0.0,index,100,uniform
qlearning_balancer[lru],0.063,0.9892821799727387,5.942301880265699,irm,2,100,10000,14,0.0,index,100,uniform
qlearning_balancer[oracle],0.0682,0.9897109497348291,5.821807602003381,irm,2,100,10000,14,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9714104417694143,9.734592524891772,irm,2,100,10000,14,0.0,index,100,uniform
Optimal_QLRU,0.0196,0.999411032340401,1.3906280866193674,irm,2,100,10000,15,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0424,0.9992045976881716,1.6161201562082754,irm,2,100,10000,15,0.0,index,100,uniform
qlearning_balancer[lru],0.0666,0.9997795990071502,0.8506391367552433,irm,2,100,10000,15,0.0,index,100,uniform
qlearning_balancer[oracle],0.0751,0.9997593885810804,0.8887879687999125,irm,2,100,10000,15,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9992267612860317,1.5934388885281594,irm,2,100,10000,15,0.0,index,100,uniform
Optimal_QLRU,0.047,0.9996743660716216,1.033977360241827,irm,2,100,10000,21,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0384,0.9993429083732382,1.4688693618912876,irm,2,100,10000,21,0.0,index,100,uniform
qlearning_balancer[lru],0.0711,0.9997741309132274,0.8611273455156391,irm,2,100,10000,21,0.0,index,100,uniform
qlearning_balancer[oracle],0.0752,0.9993732774257937,1.434516921549322,irm,2,100,10000,21,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9967105823925532,3.2879145529316043,irm,2,100,10000,21,0.0,index,100,uniform
Optimal_QLRU,0.0626,0.9999078288323611,0.5500812587765594,irm,2,100,10000,16,0.0,index,100,uniform
qlearning_balancer[qlearn],0.085,0.9999983330427407,0.07397500197465313,irm,2,100,10000,16,0.0,index,100,uniform
qlearning_balancer[lru],0.0688,0.9997212237218404,0.9566888685708373,irm,2,100,10000,16,0.0,index,100,uniform
qlearning_balancer[oracle],0.0797,0.9992001461451703,1.6206374328281523,irm,2,100,10000,16,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9997901367871914,0.8300533039777701,irm,2,100,10000,16,0.0,index,100,uniform
Optimal_QLRU,0.0566,0.9999762253794479,0.2793708893954924,irm,2,100,10000,17,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0425,0.992091798095773,5.10194283959417,irm,2,100,10000,17,0.0,index,100,uniform
qlearning_balancer[lru],0.0665,0.9897310327321771,5.816103474690264,irm,2,100,10000,17,0.0,index,100,uniform
qlearning_balancer[oracle],0.0689,0.9923704757319192,5.011008698224799,irm,2,100,10000,17,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9946150547140088,4.208272238660335,irm,2,100,10000,17,0.0,index,100,uniform
Optimal_QLRU,0.0317,0.9999869349658006,0.20709940613300637,irm,2,100,10000,23,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0545,0.9944633571631916,4.267243821994181,irm,2,100,10000,23,0.0,index,100,uniform
qlearning_balancer[lru],0.068,0.9941949190828321,4.36966209433936,irm,2,100,10000,23,0.0,index,100,uniform
qlearning_balancer[oracle],0.0756,0.9979379730991341,2.602670342032382,irm,2,100,10000,23,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9940856042136856,4.4106932394382055,irm,2,100,10000,23,0.0,index,100,uniform
Optimal_QLRU,0.0619,0.9992959645041021,1.52044558999275,irm,2,100,10000,18,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0503,0.9909796736541086,5.449903855712962,irm,2,100,10000,18,0.0,index,100,uniform
qlearning_balancer[lru],0.0691,0.9845616814667368,7.1375057948484715,irm,2,100,10000,18,0.0,index,100,uniform
qlearning_balancer[oracle],0.0757,0.9784073860331951,8.449882924263102,irm,2,100,10000,18,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9888702747654566,6.055831156913852,irm,2,100,10000,18,0.0,index,100,uniform
Optimal_QLRU,0.0231,0.9996178793298935,1.1200839146438168,irm,2,100,10000,22,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0464,0.9893362380650951,5.927243344248702,irm,2,100,10000,22,0.0,index,100,uniform
qlearning_balancer[lru],0.0667,0.9910581069600412,5.426086791937923,irm,2,100,10000,22,0.0,index,100,uniform
qlearning_balancer[oracle],0.0711,0.9851087611632453,7.009254754221283,irm,2,100,10000,22,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9882784144764126,6.215383343893449,irm,2,100,10000,22,0.0,index,100,uniform
Optimal_QLRU,0.0393,0.9976224136326438,2.794879119192065,irm,2,100,10000,25,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0885,0.989099484038399,5.992918040275509,irm,2,100,10000,25,0.0,index,100,uniform
qlearning_balancer[lru],0.0682,0.9929717795553423,4.809006405324925,irm,2,100,10000,25,0.0,index,100,uniform
qlearning_balancer[oracle],0.075,0.9885506993984509,6.142488337452818,irm,2,100,10000,25,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9912217464991241,5.376060381221891,irm,2,100,10000,25,0.0,index,100,uniform
Optimal_QLRU,0.0135,0.9996484423350414,1.074351434130752,irm,2,100,10000,26,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0725,0.9980411770518058,2.5366591218141328,irm,2,100,10000,26,0.0,index,100,uniform
qlearning_balancer[lru],0.069,0.9985571417275884,2.1769024199612854,irm,2,100,10000,26,0.0,index,100,uniform
qlearning_balancer[oracle],0.0737,0.9997130657188211,0.9705873410627601,irm,2,100,10000,26,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9998296934320544,0.7477400779104524,irm,2,100,10000,26,0.0,index,100,uniform
Optimal_QLRU,0.0623,0.9999990787939388,0.05499219977137065,irm,2,300,10000,0,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0834,0.9997898758127487,0.8305692842628318,irm,2,300,10000,0,0.0,index,300,uniform
qlearning_balancer[lru],0.125,0.9997591236600877,0.8892771656849273,irm,2,300,10000,0,0.0,index,300,uniform
qlearning_balancer[oracle],0.1321,0.9997923471852542,0.8256701330456282,irm,2,300,10000,0,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9987845606507879,1.9979163190137657,irm,2,300,10000,0,0.0,index,300,uniform
Optimal_QLRU,0.0542,0.9989679515083726,1.8409729807470359,irm,2,100,10000,24,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0539,0.9972925754015827,2.9826135214550993,irm,2,100,10000,24,0.0,index,100,uniform
qlearning_balancer[lru],0.0707,0.9972926830179786,2.982554189876092,irm,2,100,10000,24,0.0,index,100,uniform
qlearning_balancer[oracle],0.0759,0.9987127143472764,2.056143010243129,irm,2,100,10000,24,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.994790203632208,4.139146774423869,irm,2,100,10000,24,0.0,index,100,uniform
Optimal_QLRU,0.0493,0.9999893675883599,0.1868268507304089,irm,2,300,10000,3,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1273,0.9902238323174111,5.674363148180136,irm,2,300,10000,3,0.0,index,300,uniform
qlearning_balancer[lru],0.1292,0.9961600231209962,3.5527551371810904,irm,2,300,10000,3,0.0,index,300,uniform
qlearning_balancer[oracle],0.1366,0.9922044106693745,5.0653912065147555,irm,2,300,10000,3,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9975909429793045,2.813330145417003,irm,2,300,10000,3,0.0,index,300,uniform
Optimal_QLRU,0.0831,0.9991653869266208,1.6554865391191917,irm,2,100,10000,27,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0456,0.9945529801878832,4.2325019622535915,irm,2,100,10000,27,0.0,index,100,uniform
qlearning_balancer[lru],0.069,0.9941971162703699,4.368833464219087,irm,2,100,10000,27,0.0,index,100,uniform
qlearning_balancer[oracle],0.0728,0.9970217025059672,3.128401479570561,irm,2,100,10000,27,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9967714192672158,3.2573350117739523,irm,2,100,10000,27,0.0,index,100,uniform
Optimal_QLRU,0.0527,0.9996350582468693,1.0946135712516982,irm,2,100,10000,28,0.0,index,100,uniform
qlearning_balancer[qlearn],0.038,0.9866955976741487,6.623507836430477,irm,2,100,10000,28,0.0,index,100,uniform
qlearning_balancer[lru],0.065,0.9818830619220369,7.735442803242783,irm,2,100,10000,28,0.0,index,100,uniform
qlearning_balancer[oracle],0.0691,0.9872946048473311,6.4720323958206025,irm,2,100,10000,28,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9816552994923387,7.784214630410201,irm,2,100,10000,28,0.0,index,100,uniform
Optimal_QLRU,0.0431,0.9990504925840443,1.7657961456771072,irm,2,100,10000,29,0.0,index,100,uniform
qlearning_balancer[qlearn],0.0754,0.9994662601873257,1.323811266146993,irm,2,100,10000,29,0.0,index,100,uniform
qlearning_balancer[lru],0.0713,0.9985220657100735,2.2032167750354494,irm,2,100,10000,29,0.0,index,100,uniform
qlearning_balancer[oracle],0.0715,0.9985355086764253,2.1931689783880706,irm,2,100,10000,29,0.0,index,100,uniform
qlearning_balancer[nocache],0.0,0.9995850110431951,1.167268981304414,irm,2,100,10000,29,0.0,index,100,uniform
Optimal_QLRU,0.0656,0.9999934028864571,0.14716349362261652,irm,2,300,10000,1,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0851,0.9897037910226905,5.823839542414826,irm,2,300,10000,1,0.0,index,300,uniform
qlearning_balancer[lru],0.1222,0.9986798378602714,2.082245211694226,irm,2,300,10000,1,0.0,index,300,uniform
qlearning_balancer[oracle],0.1286,0.9978460873455459,2.6600677931198153,irm,2,300,10000,1,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9976272973352907,2.792004943863869,irm,2,300,10000,1,0.0,index,300,uniform
Optimal_QLRU,0.0595,0.999936411686006,0.4568944580132404,irm,2,300,10000,6,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1054,0.9998478109791202,0.706846822945269,irm,2,300,10000,6,0.0,index,300,uniform
qlearning_balancer[lru],0.1197,0.9999998690353649,0.020734790917568545,irm,2,300,10000,6,0.0,index,300,uniform
