q_f,delta_jfi
0.0,-5.635095550249325e-05
0.016934331712761708,7.425807439909171e-05
0.01904037431118044,8.358250671403056e-05
0.0,-6.583761847622771e-05
0.018874291840406898,8.284645544420766e-05
0.020928929126898033,9.19610596110676e-05
0.022950329341144715,0.00010094690544915075
0.024938963901541378,0.00010980525572623634
0.026895297848843924,0.00011853736969680284
0.0,-0.00010436685620307529
0.0,-9.382435225369079e-05
0.024514384153715207,0.0001079124541047971
0.02643948612840319,0.00011650128243456681
0.0,-0.00010253141678262523
0.0,-9.217931202643026e-05
0.0,-8.195373997543776e-05
0.02198761076911937,9.666496131444102e-05
0.0,-8.123901772227882e-05
0.021802315997612953,9.584129778794637e-05
0.023696969641881283,0.00010427069058382976
0.0,-8.97916732269799e-05
0.0,-7.983733138938742e-05
0.0,-7.000372393717313e-05
0.019381000246801117,8.509249700905386e-05
0.0,-6.940291212464977e-05
0.01921964488516159,8.43771454408504e-05
0.021083982332747664,9.264966923328011e-05
0.022919588135598357,0.00010081011065066203
0.0,-8.674975538147667e-05
0.0,-7.714060752395113e-05
0.020738002877549566,9.11132833631978e-05
0.02254510148147293,9.91440339568328e-05
0.024324566579262297,0.00010706650260849937
0.0,-9.404174182670033e-05
0.024127079872504953,0.00010618654710359277
0.025865958404817868,0.00011394071782933057
0.0,-0.00010189078987832279
0.025657684648328738,0.00011301123457241324
0.027357151157633264,0.00012060141742076258
0.029030721515913793,0.00012808891408544465
0.0,-0.00011804678317428596
0.028799856851284167,0.00012705526644896104
0.0,-0.00011706662306376625
0.02857171880649012,0.0001260340680203642
0.030195720310696506,0.0001333087015648049
0.03179510940388697,0.00014048500114882678
0.0,-0.00013266073967721503
0.0,-0.00012337791814587273
0.029723951185734898,0.0001311941807186079
0.0,-0.0001223674128100205
0.0,-0.000113265496082815
0.0,-0.00010426476941760576
0.025880825241514138,0.00011400707308528713
0.02747046846546397,0.0001211079884091415
0.029036636080716716,0.00012811539852530807
0.030579625878633054,0.0001350301675762111
0.03209973210792383,0.00014185315674142274
0.033597245507532625,0.00014858522410610142
0.0,-0.00014309438567183808
0.03334141092291132,0.0001474343819032331
0.0348064802243524,0.00015402895269878147
0.0,-0.0001496988389088072
0.034543497890515695,0.00015284447965024928
0.0,-0.00014850371695185327
0.034283462023613986,0.0001516735946917036
0.03570728508772625,0.00015808862734001394
0.0371101040980768,0.00016441829649693762
0.0,-0.00016247058124829739
0.0,-0.00015369113341567875
0.0,-0.00014500288970054065
0.03352060213927499,0.0001482404208436039
0.0,-0.00014386339126826186
0.03327192495280973,0.00014712185992382665
0.0,-0.00014273725780311608
0.03302598447917293,0.00014601589182450248
0.03440274806111454,0.00015221067463078164
0.0357596650803963,0.0001583248059200404
0.0,-0.00015620289667916953
0.0,-0.0001477769150101116
0.0,-0.00013943698750529254
0.0,-0.0001311825820706769
0.030708870731902316,0.0001356098661486893
0.0,-0.00013017405075166355
0.030485039926359647,0.00013460597264425278
0.0,-0.0001291770944419346
0.0,-0.0001211373299199181
0.028692634141689544,0.00012657528303350318
0.0,-0.00012021544908946691
0.0,-0.00011232097365443394
0.02692668907536999,0.00011867762777462154
0.0,-0.00011147157630642113
0.026732404092396966,0.00011780962226015657
0.0,-0.00011063177078196595
0.0,-0.00010293987543119609
